review_content,date_text
"Gorgeous hotel, helpful staff, easy beach access”
Heated indoor and outdoor pool, multiple jacuzzi, modern fitness center, centrally located.
It was a pleasure to stay at this hotel. I received a complimentary upgrade to one of the newer rooms in the new addition to the hotel. The photographs don't exaggerate when you walk around the hotel, everything really is that beautiful. I would easily stay here again if finding my way through Jeju island.",Stayed 2 nights in October 2012
"Well-appointed rooms and self-contained resort”
Very comfortable room and beautiful garden
The hotel grounds are well taken care of. We enjoyed our stay thoroughly. The location is far away from the central but right on the beach. It is very relaxing to just walk around the garden and beach. We were happy with enjoying the hotel facilities. The grounds are inter-linked to Lotte Hotel, which is great as it offers the guests more choices in terms of venues to eat.",Stayed 1 night in October 2012
"Great location, excellent service”
Nice and spacious room, the swimming pool area is very nice. Outstanding breakfast service!
The selection of restaurants at the hotel is somewhat limited, but there are plenty of other restaurants in the area.",Stayed 3 nights in October 2012
"Lovely hotel with beautiful scenery”
The hotel is clean and big
Car park is very near the hotel lobby, just in case you drive. Location of the hotel is also very near to a lot of place of interest. I like the hotel because it is big and clean. The room are also very spacious.",Stayed 5 nights in October 2012
"Lovely room with great service”
Hotel room is great, people are very friendly to kids, my daughter had a great time
We had a garden view deluxe room, didn't get the chance to stay in Hello Kitty one, generally the hotel quality is quite good, they got kids club which keeps my daughter entertained all the time. I didn't enjoy the showering in our bathroom as the water pressure is kind of off.",Stayed 1 night in April 2012
"Nice Hotel but a bit disappointed”
Amenities
When we first arrived, we had the ""wow"" type of welcome from the reception. But as we move to our rooms, we were a bit disappointed. Didn't had the ""wow"" effect when we first walked in to the room. In fact, it looked ordinary and very wooden. Definitely not worth the price plus the fact that I paid about $ per night with no breakfast! Bed was hard. They provided enough pillows. Free wifi. We booked this hotel thinking of renting a car, but realised that need international license to rent, ended up we did not rent any car and we became not very mobile.",Stayed 2 nights in April 2012
"Nice hotel with facilities and nice view”
Many facilities such as game room ,kids zone and camping zone
Nice place for family ,inside bedroom has 3 beds and not far from jungmun resort",Stayed 1 night in April 2012
"Good Hotel”
Good service
The hotel is good, Location is good, Service is good. But the room is abit old but classic. The Hotel is big and the stuff is quite great and provide us the great location room the bad thing is no breakfast though the price is very high.",Stayed 1 night in February 2012
"service was fine but doesn't worth at all”
bed is comfortable and room is clean
well they have good service in general, and room is pretty clean, i love the little gift such like a box of pencil from them, seems pretty warm. however, i have to point out that 1. room service sucks,house keeping opened my door without my permission for two times to check if i'm in the room!! thats so rude! i know i should check out on time, but is just not polite to open the door when i was still in the room and i already told her i will check out in 5 mins! 2. hotel is too far away from the city center. 3. compare with other hotels, this hotel absolutely sucks! room is soo small and no english channel in tv! no hbo! i was really disappointed! btw, mountain view sucks.. don't live in a mountain view room, trust me....",Stayed 2 nights in January 2012
"weekend at jeju”
restaurants, pool area, great staff, very efficient
if i went back to jeju i would stay at the shilla again, great hotel",Stayed 2 nights in August 2010
"hotel de lujo en Jeju en una zona espectacular”
lujo, bellos paisajes, bien situado al sur de la isla
El hotel es uno de los mejores de la isla, situado en la zona sur en un complejo de hoteles con todas las comodidades. Solo eche en falta que en el precio de la habitación incluyeran el desayuno, aunque no hay problema para salir del hotel y encontrar cafeterías y restaurantes. Es recomendable llevar coche alquilado.",Stayed 3 nights in March 2013
"Parfait mais vieillot”
Bel établissement. Immense. Service impeccable. Maintenance parfaite. Mais prestations hors de prix et besoin de rénovation car hold fashion. Le petit déjeuner à 49,000 KRW (330 HKD, 295 RMB, 38 EUR ou 42 USD) ne passe pas... Un petit déjeuner plus cher que dans le plus cher des Four Seasons me semble tout simplement être abusif. Suffisamment pour m'avoir enlever l'envie d'utiliser les prestations de l'hôtel. L'effet marketing à l'envers. Je crois que c'est la première fois de ma vie où je fuie l'hôtel où je réside pour me réfugier chez Starbusck plutôt que d'apprécier la générosité et l'abondance du petit déjeuner de l'hôtel... Domage car l'hôtel est parfaitement géré, le personnel très professionnellent formé (un point spécial à l'exceptionnel personnel de conciergerie) et l'entretien et la maintenance d'un rare niveau de qualité. La politique de prix est juste d'un autre monde et, jugement de professionnel, d'une autre catégorie d'hôtel. Shilla est un resort de haut de gamme mais t",Stayed 4 nights in October 2019
"Gut”
Ordentliches 5 Sterne Hotel",Stayed 3 nights in August 2023
"Geweldig”
Alles was perfect!",Stayed 3 nights in August 2023
"Exceptional”
スタッフの対応が品があり親切で、ハウスキーピングも細やかな心遣いが感じられ素晴らしかった。",Stayed 2 nights in October 2019
"観光しないでホテル内でゆっくり過ごす。”
ラウンジやプールサイドの生演奏が頻繁にあるので、楽しめました。ホテル、空港間の無料送迎バスがあって便利ですね。 とても素晴らしいホテルでした。",Stayed 2 nights in August 2019
"楽しかったです”
朝食のブッフェが最高でした",Stayed 2 nights in July 2018
"期待はずれ”
老舗なりの素敵さはあるけど、建物自体が古いし部屋の作りがぱっとしない。 天候悪くプールは利用しなかったが、パンフレットを見るかぎり色々なものにいちいち料金がかかる。 併設のサウナですら追加料金も必要。 小さい子供連れの韓国ファミリーがほとんどで、がちゃがちゃした雰囲気は否めない。 朝食は種類が多く良かった。 アワビ入りのお粥やチャプチェ等、シーフード系は美味しい。 レストランは3つ＋軽食2つ、朝食のレストランは夕食時はビュッフェとアラカルトがあるが、ビュッフェは大人10900円ほどする。 英語があまり通じないのでコミュニケーションがやや不便。",Stayed 2 nights in October 2018
